feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,feat9,feat10,feat11,feat12,feat13,feat14,feat15,feat16,feat17,feat18,feat19,feat20,feat21,feat22,feat23,feat24,feat25,feat26,feat27,feat28,feat29,feat30,feat31,feat32,feat33,feat34,feat35,feat36,feat37,feat38,feat39,feat40,feat41,feat42,feat43,feat44,feat45,feat46,feat47,feat48,feat49,feat50,feat51,feat52,feat53,feat54,feat55,feat56,feat57,feat58,feat59,feat60,feat61,feat62,feat63,label
0.443391174,0.696128011,-1.46E-07,0.448288321,0.591120362,-0.039455131,0.429539621,0.482918441,-0.065734722,0.409916908,0.398155987,-0.086185507,0.385278165,0.324502796,-0.110407278,0.391958565,0.52818805,-0.098110326,0.328154117,0.496688932,-0.147334427,0.294864953,0.481334478,-0.181525916,0.266813695,0.463616341,-0.205972448,0.372914702,0.590507746,-0.103664234,0.300385356,0.565372109,-0.146800503,0.254969418,0.548475206,-0.17359896,0.21607624,0.53763479,-0.199711397,0.362765849,0.654648304,-0.110489115,0.304540843,0.639499962,-0.153764412,0.258941293,0.623231113,-0.170487985,0.219350576,0.607081056,-0.185662806,0.362599373,0.71577388,-0.119390532,0.314797074,0.71538794,-0.159571111,0.281802386,0.707308888,-0.173903182,0.249455944,0.69726491,-0.185966522,you
0.456432372,0.715690374,1.87E-07,0.462405324,0.613192618,-0.068177924,0.408446848,0.519298971,-0.11422088,0.358125865,0.437778354,-0.151744291,0.312711358,0.362366676,-0.195658535,0.371417344,0.586948991,-0.152829632,0.304631233,0.569997251,-0.221156403,0.259400845,0.566674173,-0.265568167,0.217937067,0.56576848,-0.297061324,0.355272651,0.668945313,-0.152283788,0.283585072,0.657943428,-0.212722674,0.231912196,0.657378912,-0.245362088,0.187464446,0.657298625,-0.27595368,0.360745251,0.745648503,-0.154521212,0.301211178,0.744015694,-0.211324275,0.249314129,0.747942626,-0.236381069,0.201284379,0.743831813,-0.258853883,0.383044571,0.817033052,-0.161148593,0.333791912,0.827823162,-0.211880237,0.299508691,0.831794322,-0.234691381,0.267280668,0.825660825,-0.255198449,you
0.377197832,0.685049057,-1.14E-07,0.409980208,0.582115948,-0.049523219,0.421733737,0.452889889,-0.076871708,0.428116977,0.346929193,-0.096758239,0.430303037,0.252613604,-0.120886333,0.372991592,0.482572228,-0.098657243,0.307593077,0.425663859,-0.154951572,0.263412297,0.38817668,-0.196120679,0.22700125,0.351845175,-0.225977242,0.3375507,0.542200208,-0.103032418,0.260363549,0.484883606,-0.154344782,0.204740271,0.452716202,-0.18697314,0.159848392,0.428425521,-0.215858474,0.306675255,0.609882951,-0.110302761,0.244108081,0.570550621,-0.162973061,0.18787384,0.539422512,-0.180812582,0.144152075,0.509322405,-0.194936275,0.286235362,0.677716315,-0.120357268,0.234711573,0.66190362,-0.168710351,0.202220827,0.645105243,-0.182326123,0.172923461,0.624431491,-0.192036718,you
0.545954168,0.70300138,4.64E-08,0.538617611,0.597360194,-0.054019932,0.589106321,0.505477011,-0.096972756,0.637564361,0.437533319,-0.133597061,0.682480574,0.369823128,-0.172980323,0.63288027,0.58131516,-0.118007936,0.702970743,0.558790386,-0.171460912,0.745593488,0.558956504,-0.206778482,0.786478877,0.564090848,-0.233148411,0.64293313,0.66224885,-0.12341062,0.722140431,0.656717122,-0.165141314,0.768900692,0.656172991,-0.188184693,0.811435461,0.660478473,-0.212875485,0.630523324,0.737302065,-0.131392345,0.701433778,0.739639997,-0.177718148,0.746958792,0.743202209,-0.191048756,0.789621413,0.743837774,-0.205068871,0.605444312,0.804912448,-0.142718285,0.663320482,0.823927224,-0.18623884,0.697224796,0.830515742,-0.197450116,0.7310642,0.830337286,-0.208806247,you
0.582073867,0.692267716,3.63E-07,0.548760474,0.595632017,-0.046463948,0.566434979,0.481404483,-0.078022368,0.594806671,0.398242027,-0.102356359,0.617882311,0.319513023,-0.127460852,0.60761106,0.535691261,-0.115947552,0.667227507,0.492249131,-0.171820819,0.706211507,0.476861089,-0.204354525,0.731867909,0.468055516,-0.225648567,0.630921543,0.600298226,-0.120939732,0.697449863,0.56558603,-0.168879285,0.744910002,0.543259323,-0.187721238,0.777965069,0.532189548,-0.205692455,0.641621053,0.668576717,-0.128289431,0.700412393,0.644785821,-0.182428658,0.748066843,0.624994755,-0.197834551,0.785143614,0.609791517,-0.208790526,0.64414984,0.73348254,-0.13702561,0.69397676,0.72237891,-0.188724056,0.726960361,0.712167859,-0.20309554,0.754018009,0.702886641,-0.212859288,you
0.627589285,0.684373736,6.58E-07,0.576583326,0.591409504,-0.044553176,0.562715232,0.456490755,-0.076424845,0.566863596,0.347822756,-0.101624653,0.564950109,0.249326155,-0.13094534,0.61276108,0.49085021,-0.115803674,0.676788807,0.431468368,-0.173748329,0.723668575,0.391011,-0.211227581,0.761885822,0.348060399,-0.239311263,0.65356791,0.554662824,-0.126468554,0.734351218,0.493553102,-0.174164027,0.788374007,0.451409549,-0.195185766,0.833361447,0.410695881,-0.217042178,0.690606713,0.629537106,-0.138891175,0.763266563,0.577046931,-0.19094725,0.810700417,0.538430691,-0.201784179,0.847131789,0.501050413,-0.2118451,0.720591068,0.700847447,-0.153137133,0.778331518,0.670213342,-0.204700023,0.8092013,0.644810557,-0.215611488,0.833937049,0.619551539,-0.223835155,you
0.547499955,0.703758836,2.60E-08,0.53803134,0.597156227,-0.054674722,0.586318135,0.505383611,-0.0992053,0.633981764,0.437962174,-0.137639686,0.680090308,0.369764477,-0.179098606,0.632981062,0.58209455,-0.12136849,0.703809738,0.56100297,-0.176919669,0.744590163,0.560825944,-0.213508964,0.783491671,0.564956605,-0.240595818,0.64307189,0.663007259,-0.127403319,0.722269356,0.658208966,-0.171265721,0.768316627,0.656916916,-0.196134701,0.810739875,0.660381734,-0.222242892,0.63110137,0.738333106,-0.135991663,0.701706946,0.740616918,-0.183879018,0.746529818,0.743397057,-0.198608249,0.789038777,0.743228674,-0.213757679,0.606369615,0.806174934,-0.147929087,0.664236665,0.824653387,-0.192557082,0.697760582,0.830929816,-0.204810768,0.73151201,0.830668092,-0.217152402,you
0.576096058,0.686030507,3.25E-07,0.544780374,0.592692077,-0.047106266,0.564233363,0.481622368,-0.077230409,0.594831824,0.401097238,-0.099766493,0.617234826,0.324529856,-0.122823052,0.607131302,0.537606716,-0.113996468,0.664586961,0.495107353,-0.167304993,0.70358026,0.476820678,-0.196896881,0.731989861,0.463275522,-0.216484457,0.628742933,0.600747824,-0.118547924,0.694445968,0.56466341,-0.165133283,0.740940213,0.54236424,-0.18317616,0.775615811,0.530259371,-0.200151652,0.638114452,0.666358352,-0.125519484,0.695533872,0.643430829,-0.179006726,0.744211674,0.625340939,-0.195011109,0.784501672,0.610021234,-0.206201926,0.63896668,0.72808218,-0.134089336,0.687683105,0.719629169,-0.185638279,0.720563114,0.710320473,-0.201113686,0.749818385,0.699119687,-0.211766988,you
0.573446751,0.573230505,3.06E-07,0.588547468,0.582491815,-0.047870833,0.591306269,0.592847228,-0.078764588,0.586349249,0.611406922,-0.101524733,0.582411647,0.634476662,-0.124161415,0.521646023,0.585632801,-0.076438956,0.473460495,0.578412652,-0.101386726,0.440304041,0.57622534,-0.11619851,0.412908375,0.576015592,-0.126079589,0.50209713,0.567758799,-0.061404392,0.450490236,0.560887694,-0.081063747,0.416710258,0.55989635,-0.090491168,0.387731612,0.563788533,-0.098254696,0.489352971,0.554491699,-0.048054233,0.443111181,0.551065207,-0.063045062,0.412551165,0.553634882,-0.06971176,0.38516891,0.558584571,-0.075044535,0.480468541,0.548384666,-0.038286082,0.445790708,0.549887598,-0.049686525,0.421199381,0.553525865,-0.054813109,0.400982559,0.558550537,-0.058788873,which
0.384460926,0.374362051,6.37E-07,0.442275554,0.395334601,-0.005286843,0.503259063,0.40685463,-0.015966779,0.54057312,0.44071731,-0.027588394,0.560621798,0.475380421,-0.036052365,0.546875596,0.331969112,-0.022578165,0.590248108,0.414791703,-0.046586715,0.595026314,0.471400261,-0.061018489,0.590764642,0.512728691,-0.068675756,0.537281871,0.344159842,-0.029791368,0.580542684,0.433025211,-0.05385555,0.583291411,0.491705984,-0.063000135,0.58064729,0.533830881,-0.067917407,0.520743668,0.374165863,-0.038042899,0.562205732,0.459264696,-0.055213779,0.571344554,0.510432124,-0.057125855,0.573561668,0.546713829,-0.057070944,0.500074685,0.414058834,-0.047345333,0.528737724,0.483192652,-0.052918151,0.542246461,0.521632314,-0.05115464,0.551468372,0.550861835,-0.049816895,which
0.450915486,0.330702841,6.17E-07,0.492695451,0.362265378,0.007749401,0.532843471,0.414251953,0.000353622,0.544184864,0.474487811,-0.010461186,0.545853257,0.519841135,-0.020252241,0.599756896,0.378173232,-0.015573409,0.607032716,0.469937265,-0.035118442,0.592392445,0.525443673,-0.048002284,0.574255764,0.565398872,-0.055767141,0.587577581,0.381575763,-0.031069431,0.594705462,0.483942568,-0.04770432,0.578265667,0.542655349,-0.054115664,0.55939126,0.583336711,-0.058574557,0.560808957,0.393385202,-0.045995764,0.568170309,0.494011283,-0.057875361,0.556913495,0.550582588,-0.058609158,0.543423057,0.589184344,-0.059452131,0.524161458,0.411977261,-0.060802221,0.528403103,0.491743833,-0.065130576,0.526960492,0.536855936,-0.062675953,0.524968266,0.571897268,-0.061627463,which
0.580477118,0.569585741,3.30E-07,0.594563961,0.579427838,-0.050245434,0.594872892,0.591680527,-0.082147025,0.587663293,0.612983882,-0.105363466,0.583060324,0.637912333,-0.128297195,0.524349809,0.588712513,-0.081058167,0.474280626,0.580990434,-0.108032487,0.439981461,0.578071892,-0.123813763,0.411569268,0.577024519,-0.13404876,0.505079627,0.569298148,-0.065124288,0.45172298,0.561965227,-0.086242907,0.416326463,0.560963392,-0.096058875,0.386230439,0.564732373,-0.103869639,0.493155181,0.554014623,-0.050933097,0.445606768,0.550588727,-0.067029238,0.413554251,0.553141654,-0.074102275,0.385115802,0.557810426,-0.079501621,0.485257655,0.545675159,-0.040459406,0.449244261,0.547197223,-0.052410111,0.423620105,0.550931513,-0.057674237,0.40243721,0.555710435,-0.061617617,which
0.382275522,0.37403065,6.45E-07,0.440624774,0.396378696,-0.001996828,0.501468062,0.411022544,-0.011164112,0.538314998,0.447374463,-0.022214934,0.560317576,0.481609404,-0.030314583,0.546271443,0.331603587,-0.018069509,0.591218591,0.414078802,-0.042103715,0.597364724,0.471069336,-0.056856588,0.594776988,0.513343632,-0.064743772,0.535535634,0.343440503,-0.027687727,0.580476522,0.432921529,-0.051305145,0.583777189,0.492187947,-0.060677595,0.581377149,0.5354653,-0.065770559,0.518169045,0.372507811,-0.038389008,0.560855448,0.457476616,-0.055486325,0.57043153,0.509802043,-0.057695795,0.573027015,0.547533333,-0.057791594,0.496861637,0.411579013,-0.049950492,0.527399719,0.480596006,-0.055655066,0.54143393,0.519622922,-0.054002043,0.551204264,0.549826682,-0.052741081,which
0.45260033,0.331651032,6.15E-07,0.497308522,0.363137066,0.010217818,0.540616333,0.410652518,0.003767614,0.556243837,0.464917004,-0.006614959,0.560107768,0.506981671,-0.016457031,0.60153985,0.377585351,-0.016266789,0.608299077,0.470906913,-0.036179468,0.593213081,0.526124656,-0.048564762,0.57549578,0.566165447,-0.055825394,0.588746071,0.381306291,-0.033172525,0.594969451,0.486197382,-0.050620198,0.578757107,0.545282125,-0.057151843,0.560055017,0.586116493,-0.061253656,0.561434031,0.39332971,-0.049138296,0.567792952,0.495561212,-0.061463039,0.556441128,0.552935004,-0.063092306,0.542944849,0.592123091,-0.064259894,0.524543047,0.41143316,-0.064656325,0.529590964,0.491346627,-0.069554433,0.528756142,0.537544787,-0.067926176,0.526384354,0.573601484,-0.067264661,which
0.348480672,0.357769161,6.72E-07,0.423411369,0.454217076,0.006652898,0.495422512,0.499141484,-0.007383351,0.545260727,0.558444381,-0.030451871,0.583610117,0.610477209,-0.05012206,0.618732691,0.3480106,-0.003273857,0.666546285,0.481458336,-0.043769479,0.658835948,0.562857807,-0.076413915,0.642871916,0.626193523,-0.097673483,0.610500991,0.337277383,-0.029326757,0.654494107,0.499928504,-0.075855359,0.639965117,0.587797761,-0.100150228,0.617128432,0.655122757,-0.111498505,0.584267259,0.351552218,-0.057500962,0.621967137,0.513054371,-0.09695328,0.609356523,0.601306498,-0.107907273,0.59106344,0.666603684,-0.109190412,0.54811579,0.38531521,-0.086377189,0.571975946,0.51729095,-0.110453442,0.571913421,0.586867213,-0.114179909,0.569487691,0.642037749,-0.112847246,which
0.643213272,0.33188796,-1.02E-06,0.573242545,0.448588133,0.026332393,0.505145848,0.49527812,0.015483015,0.460762918,0.546956062,-0.00582324,0.424274683,0.592311502,-0.030332848,0.37707442,0.337823331,0.000514815,0.33657378,0.475993335,-0.028902844,0.346711963,0.563359976,-0.057621609,0.364404112,0.627542734,-0.076771714,0.386520833,0.334104419,-0.030638183,0.340170562,0.494665205,-0.057040047,0.357921392,0.588707566,-0.081174508,0.380603582,0.656853437,-0.101639189,0.41693753,0.351887196,-0.059685159,0.370888829,0.50892204,-0.080846593,0.383020639,0.595179915,-0.091006234,0.399083167,0.656669796,-0.100736655,0.459592611,0.390906721,-0.086316682,0.42679134,0.519298315,-0.102817476,0.426314235,0.587132156,-0.106750108,0.428814113,0.636120081,-0.110168487,which
0.645394087,0.327765644,-1.04E-06,0.569445312,0.449094474,0.031024503,0.498513818,0.501090169,0.021456931,0.453336179,0.55899179,-0.000478874,0.418823034,0.61118561,-0.026156228,0.376155794,0.339653194,0.009884563,0.335681885,0.479364663,-0.019217238,0.346407056,0.565624654,-0.048707999,0.365933925,0.628842711,-0.068060614,0.386651486,0.335891962,-0.024137318,0.335208178,0.495383531,-0.049172617,0.354347527,0.588265061,-0.073057659,0.379715055,0.654842079,-0.093211636,0.417621911,0.353645474,-0.056302227,0.366843671,0.50863868,-0.076008439,0.379648596,0.594799638,-0.087201722,0.397949725,0.654903054,-0.097861998,0.459862143,0.393748969,-0.085856929,0.425239116,0.521592855,-0.101330571,0.424709946,0.59156096,-0.106108479,0.428913653,0.641674757,-0.110340931,which
0.308257371,0.814694643,1.61E-06,0.270476729,0.822607279,-0.198705792,0.283687502,0.825960994,-0.317020983,0.302033603,0.854009748,-0.399182647,0.326221138,0.893292189,-0.48239705,0.462955236,0.821734786,-0.297612369,0.565309763,0.72356987,-0.384786904,0.644643664,0.67309767,-0.441284209,0.710775375,0.634183705,-0.478178382,0.498439401,0.786304414,-0.22326301,0.605299771,0.68790251,-0.301370382,0.691152692,0.638531208,-0.34857285,0.763150096,0.609058559,-0.38275674,0.515672207,0.754938722,-0.155388579,0.608596265,0.674081445,-0.212670639,0.678971589,0.634264827,-0.253908902,0.739953816,0.614799678,-0.282584339,0.521519363,0.71713233,-0.101852618,0.593823314,0.66712445,-0.144409284,0.646069705,0.636841476,-0.176843062,0.696189106,0.622777402,-0.201682135,which
0.350527376,0.357163757,6.73E-07,0.42396903,0.455218107,0.005217405,0.49559626,0.500663161,-0.009354959,0.545657754,0.558810711,-0.032736018,0.584477723,0.609916866,-0.052696023,0.618970215,0.348748416,-0.004908052,0.665759802,0.482296318,-0.046727039,0.657647729,0.56434381,-0.080349788,0.641445696,0.62817353,-0.102159798,0.610487223,0.337726146,-0.030388366,0.65496999,0.499497712,-0.07819657,0.640794575,0.587396085,-0.103020303,0.617739081,0.654794931,-0.11463128,0.584407687,0.351804078,-0.058147486,0.622625589,0.51274693,-0.098679677,0.610555112,0.600616038,-0.109858885,0.59238255,0.66550231,-0.111123383,0.548673153,0.385353923,-0.086731926,0.5725559,0.517419457,-0.111512527,0.572978497,0.586681128,-0.115524337,0.570790112,0.641584992,-0.114340156,which
0.586959779,0.824137449,6.77E-07,0.488347948,0.785678625,-0.050329451,0.402705878,0.717573285,-0.044360846,0.340351194,0.663787723,-0.029229382,0.275550604,0.628116906,-0.008246123,0.396600455,0.661016762,0.06006768,0.31882596,0.621407747,0.099996492,0.270699799,0.608214974,0.113738619,0.23320134,0.604258955,0.120514654,0.409309655,0.671706855,0.097744308,0.332071632,0.633477449,0.151116475,0.28059563,0.621379137,0.161632642,0.238480717,0.612236321,0.163588032,0.416768759,0.694820821,0.125577793,0.352822959,0.658921182,0.172623485,0.307100177,0.647570789,0.181437999,0.268380105,0.636764765,0.179847032,0.421238095,0.718506515,0.145702407,0.370008767,0.688635349,0.184703618,0.340034038,0.675521553,0.199490324,0.311429679,0.662482977,0.205656737,which
0.348008424,0.35728851,6.65E-07,0.423227549,0.452513903,0.008074336,0.496448517,0.498437554,-0.004878373,0.546828866,0.558056831,-0.027259711,0.584754348,0.609525084,-0.046425793,0.61889559,0.347499549,-0.000222041,0.666098595,0.481461406,-0.04147999,0.657648683,0.564223289,-0.075474598,0.640769541,0.628671288,-0.09755756,0.610107958,0.336894691,-0.027194783,0.655047297,0.499080002,-0.07490164,0.639957905,0.587414742,-0.100411721,0.615918338,0.655070245,-0.112205163,0.583439887,0.351346046,-0.056388244,0.622825086,0.511373222,-0.09643659,0.610438645,0.599727511,-0.1078825,0.591814816,0.664968729,-0.109166965,0.546826422,0.385489851,-0.086209774,0.572178185,0.516464949,-0.110503435,0.572748423,0.585707486,-0.114410512,0.570356369,0.640740216,-0.113106787,which
0.581121206,0.826061666,8.69E-07,0.479029,0.782614529,-0.06408257,0.392052799,0.711128473,-0.063325323,0.328170121,0.654372692,-0.052425917,0.253988594,0.620096982,-0.034785129,0.380546927,0.655391574,0.065854415,0.306239873,0.618643463,0.110509545,0.262390763,0.605602622,0.130249038,0.232807785,0.605284572,0.143503994,0.400278658,0.668196797,0.11238502,0.32962209,0.632302701,0.177072868,0.285341561,0.622516513,0.200664312,0.247471377,0.617258668,0.214746311,0.412809879,0.69524473,0.146569595,0.356506675,0.661764741,0.202634618,0.315767169,0.649380922,0.229568601,0.28245309,0.64039278,0.24326469,0.422367871,0.720941246,0.170535237,0.375266969,0.69254601,0.21548748,0.348348618,0.679356515,0.242076322,0.323068559,0.667732418,0.260420591,which
0.315217376,0.67425096,1.24E-06,0.294944167,0.678201139,-0.118513383,0.287259012,0.680155396,-0.199147493,0.279239595,0.703264296,-0.26011312,0.27386415,0.732159793,-0.320277393,0.422219843,0.684554458,-0.185208261,0.512338519,0.685534596,-0.24910377,0.585292339,0.707844436,-0.291009158,0.644595921,0.731050551,-0.319133729,0.451064587,0.680852234,-0.147381768,0.547118545,0.68424201,-0.207845926,0.6156286,0.714879513,-0.24314402,0.671627402,0.744588733,-0.267888457,0.465685189,0.684874177,-0.11267855,0.553605556,0.688482642,-0.16028595,0.614187717,0.715198338,-0.186644942,0.660711825,0.744017363,-0.203000054,0.472908378,0.693451226,-0.086031526,0.538990736,0.699268341,-0.119498365,0.586114645,0.717778027,-0.139077649,0.621228993,0.742758572,-0.152833506,which
0.619221568,0.361771703,-8.13E-07,0.56116277,0.450314641,0.016120087,0.498361737,0.49082762,0.004860156,0.457966119,0.535854042,-0.012748297,0.42815432,0.574591219,-0.032077432,0.39133352,0.350245595,-0.014589142,0.35495159,0.468265951,-0.040019151,0.360968232,0.541820586,-0.060886201,0.372670501,0.595705152,-0.075387761,0.403478742,0.350989461,-0.039564595,0.359330058,0.485468447,-0.064338207,0.368256688,0.564495206,-0.081593677,0.383396149,0.623257041,-0.096009672,0.432230592,0.37135002,-0.062705897,0.39007923,0.506890714,-0.08581157,0.396071613,0.583366275,-0.094332516,0.404485375,0.64042598,-0.101409651,0.471599042,0.410596997,-0.083916493,0.440437853,0.521176398,-0.106970094,0.436510265,0.585115075,-0.114713654,0.433761775,0.633279681,-0.119286947,which
0.320571899,0.759388864,1.20E-06,0.31131947,0.775250673,-0.142841831,0.335612714,0.784405231,-0.231057286,0.363653123,0.804128289,-0.294866681,0.385671705,0.827402711,-0.358530909,0.465048969,0.756379008,-0.208391473,0.55169493,0.695489287,-0.281002551,0.623310506,0.653820992,-0.330553204,0.682592273,0.619545877,-0.364004642,0.479297668,0.722341478,-0.161096603,0.574197769,0.664003313,-0.231594682,0.650410891,0.627378762,-0.27766791,0.716193259,0.597038388,-0.309383988,0.486338198,0.697541595,-0.118974097,0.573441029,0.6444242,-0.173509955,0.638556838,0.614575446,-0.2090455,0.692127228,0.596358061,-0.231524646,0.490105122,0.675405622,-0.087099642,0.554293752,0.638889313,-0.125829488,0.601947665,0.617913306,-0.152139664,0.643403113,0.607862711,-0.1709297,which
0.312019706,0.672174275,1.17E-06,0.285301566,0.674390495,-0.127719507,0.277237833,0.677887321,-0.212118298,0.270118237,0.700542033,-0.274478137,0.26662904,0.72941339,-0.336644202,0.405781984,0.694978178,-0.202023223,0.495746315,0.692364514,-0.2704207,0.568861425,0.710437119,-0.315118968,0.629306972,0.729386449,-0.344798297,0.4377307,0.690796793,-0.16003193,0.536635101,0.691080153,-0.22503981,0.609682739,0.716599524,-0.264379919,0.671550035,0.742309093,-0.292265803,0.456789553,0.690594852,-0.120963395,0.546619058,0.692789555,-0.17272228,0.61134851,0.716254175,-0.203623995,0.662385941,0.742288351,-0.223330855,0.469308972,0.692025065,-0.090103149,0.537499309,0.696307838,-0.126490802,0.585882843,0.713573515,-0.148475572,0.62228936,0.737976849,-0.164408267,which
0.605962157,0.767875314,1.23E-06,0.611586869,0.797061145,-0.130073905,0.604261994,0.792740643,-0.193748116,0.593031466,0.783542573,-0.231739625,0.581446111,0.783121645,-0.266964495,0.486400425,0.714755654,-0.140125766,0.407056719,0.658550024,-0.167836636,0.34688586,0.624961615,-0.190540791,0.293838918,0.605599046,-0.208388612,0.473710537,0.690719604,-0.08272168,0.394004494,0.639025748,-0.104301803,0.328824937,0.608985126,-0.12512812,0.274557292,0.591485202,-0.14381662,0.466169327,0.679247439,-0.031970512,0.397669375,0.637806296,-0.046201348,0.34166044,0.616106629,-0.065010868,0.290169418,0.599126637,-0.081256568,0.454515219,0.677557588,0.00865282,0.400699258,0.646118641,-0.002386482,0.360172898,0.629769206,-0.015736034,0.322509825,0.617586613,-0.027795574,which
0.728720546,0.308933318,-1.73E-07,0.634810805,0.341593087,-0.002014677,0.537978113,0.445643425,-0.017982688,0.49447751,0.56545651,-0.030432874,0.492373794,0.659537375,-0.048383433,0.467324317,0.441768795,-0.093187965,0.459395766,0.653094649,-0.137615532,0.472334504,0.777750015,-0.15590477,0.487423331,0.864081979,-0.165232435,0.504513204,0.448851019,-0.11439468,0.478633881,0.698695302,-0.162287697,0.493530124,0.828147888,-0.173709169,0.51124537,0.910099924,-0.178579703,0.570785522,0.471304238,-0.130784914,0.536724269,0.703558445,-0.177102104,0.544716418,0.829951763,-0.18264097,0.554786026,0.909695685,-0.180358261,0.654367685,0.507256866,-0.143727779,0.607020557,0.681912899,-0.188014701,0.592937171,0.785934329,-0.197231427,0.586442709,0.859323025,-0.197221994,which
0.34913376,0.428793788,6.58E-07,0.392883569,0.478196919,-0.00374537,0.449127883,0.537982583,-0.01254956,0.477365285,0.604596436,-0.022838175,0.494717211,0.65148598,-0.029782524,0.528307855,0.447533786,-0.017759493,0.548675179,0.566199839,-0.042726662,0.534673214,0.636659503,-0.061246965,0.520179451,0.687631965,-0.073241249,0.522949636,0.459675699,-0.028263301,0.553150237,0.582857549,-0.052891765,0.536283851,0.65461272,-0.064818434,0.518534541,0.705410659,-0.072204426,0.504010618,0.485464692,-0.039603136,0.533131659,0.599540651,-0.059998285,0.520478785,0.665896297,-0.064071819,0.506106019,0.710897923,-0.065704584,0.476328045,0.522263467,-0.051963113,0.490463674,0.611319125,-0.064027376,0.4856655,0.660571098,-0.064681686,0.481046587,0.69856292,-0.064568311,which
0.638704956,0.422518492,-6.90E-07,0.597490072,0.489162266,-0.001274842,0.540506661,0.547996402,-0.012657098,0.50840199,0.601985157,-0.024263224,0.486373246,0.640043437,-0.036242168,0.457898557,0.450150639,-0.036675401,0.440120816,0.570588648,-0.063127927,0.457939327,0.638766706,-0.080129437,0.477310359,0.685960233,-0.089949772,0.463426948,0.454303712,-0.047241379,0.439392984,0.58561939,-0.071072154,0.455916435,0.656365275,-0.08348123,0.469554037,0.708002806,-0.093647152,0.485400736,0.472821951,-0.056453228,0.458099186,0.597752929,-0.07962139,0.474021852,0.662117124,-0.087966077,0.488554865,0.708741128,-0.093069352,0.519898355,0.504533589,-0.064468265,0.505434632,0.600799322,-0.087135941,0.509614229,0.657286882,-0.096226878,0.513339043,0.699458718,-0.100972347,which
0.617200911,0.357339978,-5.46E-07,0.606855214,0.444232285,0.000768829,0.563710809,0.531105101,-0.008138221,0.542985201,0.601751804,-0.018064121,0.531526804,0.65506804,-0.028091468,0.439270169,0.46407637,-0.032478567,0.441215754,0.601831555,-0.066479035,0.472514838,0.681589246,-0.087885894,0.507327616,0.73418045,-0.098972209,0.446372658,0.466431051,-0.047661595,0.442302167,0.61811322,-0.080290705,0.479613155,0.697839677,-0.094744615,0.513070047,0.750834584,-0.102295458,0.47614342,0.477837861,-0.062629826,0.468365341,0.627096295,-0.092944965,0.503354847,0.698851585,-0.101627193,0.532266438,0.74719429,-0.103068389,0.525079429,0.495220274,-0.076576322,0.525320053,0.609064162,-0.104117632,0.542119205,0.674885273,-0.113828771,0.556026101,0.721368253,-0.116678432,which
0.596286535,0.297109604,-5.70E-07,0.590138614,0.395579517,0.022214862,0.559561968,0.503459811,0.023158988,0.550682306,0.588912725,0.019420011,0.55529052,0.650507033,0.013694787,0.42099455,0.479534239,-0.021285789,0.45582664,0.633171856,-0.050710384,0.509117246,0.711002529,-0.066643864,0.556955874,0.759664059,-0.074145004,0.428013235,0.480874002,-0.047329109,0.458772987,0.658465087,-0.079010271,0.515915453,0.742870986,-0.091928296,0.561991096,0.799206436,-0.098136738,0.466593534,0.483203501,-0.07055635,0.495167494,0.658296764,-0.101886027,0.551579237,0.731772721,-0.110790968,0.594681263,0.780683517,-0.111823201,0.531841934,0.487029821,-0.090163343,0.555206537,0.620315373,-0.116811752,0.587241113,0.688205183,-0.123913184,0.611397564,0.736667812,-0.124915048,which
0.685347974,0.392208993,-8.38E-07,0.655164659,0.496887058,-0.017730521,0.579997301,0.583886206,-0.035903648,0.527074933,0.652681708,-0.050077133,0.489181817,0.699243665,-0.064016253,0.446854144,0.451720476,-0.070718303,0.425376087,0.614145339,-0.112158872,0.44832468,0.710799575,-0.136580929,0.47810173,0.780174613,-0.149819627,0.441705823,0.443272531,-0.077079192,0.414089322,0.62500608,-0.120335862,0.43832013,0.725047231,-0.139918223,0.463368177,0.796803713,-0.152107462,0.463935822,0.453018248,-0.082172126,0.437939912,0.633878946,-0.123778172,0.461788565,0.728023171,-0.137266681,0.485843867,0.794899523,-0.142133012,0.508475602,0.481235564,-0.086425126,0.501862466,0.62485677,-0.124189429,0.514497995,0.710402548,-0.139104649,0.525101304,0.772101104,-0.145445734,which
0.724434853,0.569780707,-1.27E-06,0.61709708,0.562923193,0.004443483,0.501874447,0.563580155,-0.005693585,0.422034323,0.600987554,-0.016748205,0.37355274,0.641109049,-0.03182549,0.470408887,0.383238703,-0.045388993,0.386254281,0.526167512,-0.069702126,0.370026946,0.621791959,-0.085536949,0.361814052,0.692855954,-0.096511953,0.484039009,0.406657666,-0.062078487,0.380510509,0.550463557,-0.087832309,0.367015153,0.648840249,-0.107732862,0.360735238,0.725515783,-0.125901699,0.500013411,0.460393816,-0.074352324,0.406131625,0.595894456,-0.100064591,0.39863193,0.684355974,-0.118476443,0.39548254,0.749589801,-0.133519873,0.519404054,0.538003743,-0.08392293,0.450691044,0.646443129,-0.110448018,0.434075683,0.711029828,-0.124252327,0.421959132,0.760805368,-0.133316278,which
